"Date","Région","Plage de puissance injection","Filière de production","Nombre points injection"
"2025-03-10","OCCITANIE","P7 : > 12000 kW","F0 : Total toutes filières",27
"2025-03-10","OCCITANIE","P3 : ]9 - 100] kW","F4 : Eolien",6
"2025-03-10","OCCITANIE","P1 : ]0 - 3] kW","F2 : Bioénergies",0
"2025-03-10","OCCITANIE","P7 : > 12000 kW","F1 : Thermique non renouvelable",0
"2025-03-10","OCCITANIE","P7 : > 12000 kW","F4 : Eolien",16
"2025-03-10","OCCITANIE","P3 : ]9 - 100] kW","F0 : Total toutes filières",13631
"2025-03-10","OCCITANIE","P6 : ]1000 - 12000] kW","F1 : Thermique non renouvelable",42
"2025-03-10","OCCITANIE","P2 : ]3 - 9] kW","F5 : Solaire",75969
"2025-03-10","OCCITANIE","P5 : ]250 - 1000] kW","F5 : Solaire",287
"2025-03-10","OCCITANIE","P6 : ]1000 - 12000] kW","F0 : Total toutes filières",803
"2025-03-10","OCCITANIE","P2 : ]3 - 9] kW","F1 : Thermique non renouvelable",0
"2025-03-10","OCCITANIE","P6 : ]1000 - 12000] kW","F4 : Eolien",132
"2025-03-10","OCCITANIE","P2 : ]3 - 9] kW","F0 : Total toutes filières",75984
"2025-03-10","OCCITANIE","P4 : ]100 - 250] kW","F3 : Hydraulique",133
"2025-03-10","OCCITANIE","P5 : ]250 - 1000] kW","F6 : Autres",3
"2025-03-10","OCCITANIE","P0 : Total toutes puissances","F0 : Total toutes filières",186749
"2025-03-10","OCCITANIE","P4 : ]100 - 250] kW","F2 : Bioénergies",10
"2025-03-10","OCCITANIE","P5 : ]250 - 1000] kW","F4 : Eolien",2
"2025-03-10","OCCITANIE","P1 : ]0 - 3] kW","F3 : Hydraulique",1
"2025-03-10","OCCITANIE","P1 : ]0 - 3] kW","F0 : Total toutes filières",91469
"2025-03-10","OCCITANIE","P4 : ]100 - 250] kW","F6 : Autres",1
"2025-03-10","OCCITANIE","P7 : > 12000 kW","F2 : Bioénergies",1
"2025-03-10","OCCITANIE","P6 : ]1000 - 12000] kW","F3 : Hydraulique",127
"2025-03-10","OCCITANIE","P5 : ]250 - 1000] kW","F2 : Bioénergies",14
"2025-03-10","OCCITANIE","P4 : ]100 - 250] kW","F1 : Thermique non renouvelable",2
"2025-03-10","OCCITANIE","P0 : Total toutes puissances","F1 : Thermique non renouvelable",50
"2025-03-10","OCCITANIE","P4 : ]100 - 250] kW","F5 : Solaire",4035
"2025-03-10","OCCITANIE","P3 : ]9 - 100] kW","F5 : Solaire",13536
"2025-03-10","OCCITANIE","P0 : Total toutes puissances","F3 : Hydraulique",649
"2025-03-10","OCCITANIE","P0 : Total toutes puissances","F4 : Eolien",176
"2025-03-10","OCCITANIE","P0 : Total toutes puissances","F5 : Solaire",185791
"2025-03-10","OCCITANIE","P1 : ]0 - 3] kW","F6 : Autres",0
"2025-03-10","OCCITANIE","P5 : ]250 - 1000] kW","F3 : Hydraulique",310
"2025-03-10","OCCITANIE","P5 : ]250 - 1000] kW","F0 : Total toutes filières",620
"2025-03-10","OCCITANIE","P6 : ]1000 - 12000] kW","F5 : Solaire",462
"2025-03-10","OCCITANIE","P7 : > 12000 kW","F5 : Solaire",9
"2025-03-10","OCCITANIE","P5 : ]250 - 1000] kW","F1 : Thermique non renouvelable",4
"2025-03-10","OCCITANIE","P1 : ]0 - 3] kW","F4 : Eolien",8
"2025-03-10","OCCITANIE","P4 : ]100 - 250] kW","F4 : Eolien",0
"2025-03-10","OCCITANIE","P1 : ]0 - 3] kW","F5 : Solaire",91460
"2025-03-10","OCCITANIE","P3 : ]9 - 100] kW","F3 : Hydraulique",76
"2025-03-09","OCCITANIE","P5 : ]250 - 1000] kW","F3 : Hydraulique",310
"2025-03-09","OCCITANIE","P1 : ]0 - 3] kW","F1 : Thermique non renouvelable",0
"2025-03-09","OCCITANIE","P7 : > 12000 kW","F4 : Eolien",16
"2025-03-09","OCCITANIE","P2 : ]3 - 9] kW","F2 : Bioénergies",0
"2025-03-09","OCCITANIE","P3 : ]9 - 100] kW","F6 : Autres",1
"2025-03-09","OCCITANIE","P6 : ]1000 - 12000] kW","F6 : Autres",26
"2025-03-09","OCCITANIE","P6 : ]1000 - 12000] kW","F2 : Bioénergies",14
"2025-03-09","OCCITANIE","P2 : ]3 - 9] kW","F3 : Hydraulique",2
"2025-03-09","OCCITANIE","P7 : > 12000 kW","F6 : Autres",1
"2025-03-09","OCCITANIE","P1 : ]0 - 3] kW","F6 : Autres",0
"2025-03-09","OCCITANIE","P5 : ]250 - 1000] kW","F1 : Thermique non renouvelable",4
"2025-03-09","OCCITANIE","P1 : ]0 - 3] kW","F2 : Bioénergies",0
"2025-03-09","OCCITANIE","P3 : ]9 - 100] kW","F3 : Hydraulique",76
"2025-03-09","OCCITANIE","P0 : Total toutes puissances","F0 : Total toutes filières",186565
"2025-03-09","OCCITANIE","P1 : ]0 - 3] kW","F3 : Hydraulique",1
"2025-03-09","OCCITANIE","P4 : ]100 - 250] kW","F1 : Thermique non renouvelable",2
"2025-03-09","OCCITANIE","P5 : ]250 - 1000] kW","F2 : Bioénergies",14
"2025-03-09","OCCITANIE","P6 : ]1000 - 12000] kW","F1 : Thermique non renouvelable",42
"2025-03-09","OCCITANIE","P7 : > 12000 kW","F5 : Solaire",9
"2025-03-09","OCCITANIE","P3 : ]9 - 100] kW","F0 : Total toutes filières",13618
"2025-03-09","OCCITANIE","P4 : ]100 - 250] kW","F0 : Total toutes filières",4175
"2025-03-09","OCCITANIE","P4 : ]100 - 250] kW","F3 : Hydraulique",133
"2025-03-09","OCCITANIE","P1 : ]0 - 3] kW","F5 : Solaire",91404
"2025-03-09","OCCITANIE","P2 : ]3 - 9] kW","F1 : Thermique non renouvelable",0
"2025-03-09","OCCITANIE","P6 : ]1000 - 12000] kW","F4 : Eolien",132
"2025-03-09","OCCITANIE","P2 : ]3 - 9] kW","F5 : Solaire",75857
"2025-03-09","OCCITANIE","P3 : ]9 - 100] kW","F2 : Bioénergies",11
"2025-03-09","OCCITANIE","P6 : ]1000 - 12000] kW","F5 : Solaire",462
"2025-03-09","OCCITANIE","P3 : ]9 - 100] kW","F4 : Eolien",6
"2025-03-09","OCCITANIE","P6 : ]1000 - 12000] kW","F0 : Total toutes filières",803
"2025-03-09","OCCITANIE","P7 : > 12000 kW","F2 : Bioénergies",1
"2025-03-09","OCCITANIE","P5 : ]250 - 1000] kW","F6 : Autres",3
"2025-03-09","OCCITANIE","P6 : ]1000 - 12000] kW","F3 : Hydraulique",127
"2025-03-09","OCCITANIE","P1 : ]0 - 3] kW","F0 : Total toutes filières",91413
"2025-03-09","OCCITANIE","P4 : ]100 - 250] kW","F5 : Solaire",4029
"2025-03-09","OCCITANIE","P5 : ]250 - 1000] kW","F0 : Total toutes filières",620
"2025-03-09","OCCITANIE","P0 : Total toutes puissances","F3 : Hydraulique",649
"2025-03-09","OCCITANIE","P7 : > 12000 kW","F1 : Thermique non renouvelable",0
"2025-03-09","OCCITANIE","P5 : ]250 - 1000] kW","F4 : Eolien",2
"2025-03-09","OCCITANIE","P5 : ]250 - 1000] kW","F5 : Solaire",287
"2025-03-09","OCCITANIE","P4 : ]100 - 250] kW","F2 : Bioénergies",10
"2025-03-09","OCCITANIE","P0 : Total toutes puissances","F4 : Eolien",176
"2025-03-09","OCCITANIE","P4 : ]100 - 250] kW","F6 : Autres",1
"2025-03-09","OCCITANIE","P0 : Total toutes puissances","F1 : Thermique non renouvelable",50
"2025-03-09","OCCITANIE","P1 : ]0 - 3] kW","F4 : Eolien",8
"2025-03-09","OCCITANIE","P3 : ]9 - 100] kW","F1 : Thermique non renouvelable",1
"2025-03-09","OCCITANIE","P3 : ]9 - 100] kW","F5 : Solaire",13523
"2025-03-09","OCCITANIE","P2 : ]3 - 9] kW","F0 : Total toutes filières",75872
"2025-03-09","OCCITANIE","P7 : > 12000 kW","F0 : Total toutes filières",27
"2025-03-09","OCCITANIE","P2 : ]3 - 9] kW","F4 : Eolien",12
"2025-03-09","OCCITANIE","P4 : ]100 - 250] kW","F4 : Eolien",0
"2025-03-09","OCCITANIE","P0 : Total toutes puissances","F2 : Bioénergies",50
"2025-03-09","OCCITANIE","P0 : Total toutes puissances","F5 : Solaire",185607
"2025-03-09","OCCITANIE","P7 : > 12000 kW","F3 : Hydraulique",0
"2025-03-08","OCCITANIE","P6 : ]1000 - 12000] kW","F2 : Bioénergies",14
"2025-03-08","OCCITANIE","P7 : > 12000 kW","F3 : Hydraulique",0
"2025-03-08","OCCITANIE","P6 : ]1000 - 12000] kW","F5 : Solaire",462
"2025-03-08","OCCITANIE","P5 : ]250 - 1000] kW","F6 : Autres",3
"2025-03-08","OCCITANIE","P4 : ]100 - 250] kW","F2 : Bioénergies",10
"2025-03-08","OCCITANIE","P3 : ]9 - 100] kW","F6 : Autres",1
"2025-03-08","OCCITANIE","P1 : ]0 - 3] kW","F4 : Eolien",8
"2025-03-08","OCCITANIE","P3 : ]9 - 100] kW","F5 : Solaire",13523
"2025-03-08","OCCITANIE","P4 : ]100 - 250] kW","F0 : Total toutes filières",4175
"2025-03-08","OCCITANIE","P3 : ]9 - 100] kW","F3 : Hydraulique",76
"2025-03-08","OCCITANIE","P0 : Total toutes puissances","F4 : Eolien",176
"2025-03-08","OCCITANIE","P4 : ]100 - 250] kW","F1 : Thermique non renouvelable",2
"2025-03-08","OCCITANIE","P2 : ]3 - 9] kW","F0 : Total toutes filières",75871
"2025-03-08","OCCITANIE","P6 : ]1000 - 12000] kW","F4 : Eolien",132
"2025-03-08","OCCITANIE","P2 : ]3 - 9] kW","F5 : Solaire",75856
"2025-03-08","OCCITANIE","P3 : ]9 - 100] kW","F0 : Total toutes filières",13618
"2025-03-08","OCCITANIE","P7 : > 12000 kW","F2 : Bioénergies",1
"2025-03-08","OCCITANIE","P4 : ]100 - 250] kW","F5 : Solaire",4029
"2025-03-08","OCCITANIE","P7 : > 12000 kW","F1 : Thermique non renouvelable",0
"2025-03-08","OCCITANIE","P0 : Total toutes puissances","F3 : Hydraulique",649
"2025-03-08","OCCITANIE","P6 : ]1000 - 12000] kW","F6 : Autres",26
"2025-03-08","OCCITANIE","P4 : ]100 - 250] kW","F6 : Autres",1
"2025-03-08","OCCITANIE","P6 : ]1000 - 12000] kW","F0 : Total toutes filières",803
"2025-03-08","OCCITANIE","P3 : ]9 - 100] kW","F2 : Bioénergies",11
"2025-03-08","OCCITANIE","P6 : ]1000 - 12000] kW","F3 : Hydraulique",127
"2025-03-08","OCCITANIE","P7 : > 12000 kW","F4 : Eolien",16
"2025-03-08","OCCITANIE","P0 : Total toutes puissances","F1 : Thermique non renouvelable",50
"2025-03-08","OCCITANIE","P1 : ]0 - 3] kW","F0 : Total toutes filières",91413
"2025-03-08","OCCITANIE","P5 : ]250 - 1000] kW","F5 : Solaire",287
"2025-03-08","OCCITANIE","P3 : ]9 - 100] kW","F1 : Thermique non renouvelable",1
"2025-03-08","OCCITANIE","P3 : ]9 - 100] kW","F4 : Eolien",6
"2025-03-08","OCCITANIE","P1 : ]0 - 3] kW","F1 : Thermique non renouvelable",0
"2025-03-08","OCCITANIE","P1 : ]0 - 3] kW","F2 : Bioénergies",0
"2025-03-08","OCCITANIE","P5 : ]250 - 1000] kW","F1 : Thermique non renouvelable",4
"2025-03-08","OCCITANIE","P0 : Total toutes puissances","F2 : Bioénergies",50
"2025-03-08","OCCITANIE","P2 : ]3 - 9] kW","F4 : Eolien",12
"2025-03-08","OCCITANIE","P1 : ]0 - 3] kW","F5 : Solaire",91404
"2025-03-08","OCCITANIE","P2 : ]3 - 9] kW","F1 : Thermique non renouvelable",0
"2025-03-08","OCCITANIE","P1 : ]0 - 3] kW","F3 : Hydraulique",1
"2025-03-08","OCCITANIE","P7 : > 12000 kW","F6 : Autres",1
"2025-03-08","OCCITANIE","P5 : ]250 - 1000] kW","F3 : Hydraulique",310
"2025-03-08","OCCITANIE","P2 : ]3 - 9] kW","F3 : Hydraulique",2
"2025-03-08","OCCITANIE","P6 : ]1000 - 12000] kW","F1 : Thermique non renouvelable",42
"2025-03-08","OCCITANIE","P7 : > 12000 kW","F0 : Total toutes filières",27
"2025-03-08","OCCITANIE","P0 : Total toutes puissances","F5 : Solaire",185606
"2025-03-08","OCCITANIE","P7 : > 12000 kW","F5 : Solaire",9
"2025-03-08","OCCITANIE","P0 : Total toutes puissances","F0 : Total toutes filières",186564
"2025-03-08","OCCITANIE","P1 : ]0 - 3] kW","F6 : Autres",0
"2025-03-08","OCCITANIE","P4 : ]100 - 250] kW","F3 : Hydraulique",133
"2025-03-08","OCCITANIE","P5 : ]250 - 1000] kW","F2 : Bioénergies",14
"2025-03-08","OCCITANIE","P2 : ]3 - 9] kW","F2 : Bioénergies",0
"2025-03-08","OCCITANIE","P4 : ]100 - 250] kW","F4 : Eolien",0
"2025-03-08","OCCITANIE","P5 : ]250 - 1000] kW","F0 : Total toutes filières",620
"2025-03-08","OCCITANIE","P5 : ]250 - 1000] kW","F4 : Eolien",2
"2025-03-07","OCCITANIE","P1 : ]0 - 3] kW","F6 : Autres",0
"2025-03-07","OCCITANIE","P6 : ]1000 - 12000] kW","F1 : Thermique non renouvelable",42
"2025-03-07","OCCITANIE","P5 : ]250 - 1000] kW","F2 : Bioénergies",14
"2025-03-07","OCCITANIE","P1 : ]0 - 3] kW","F0 : Total toutes filières",91411
"2025-03-07","OCCITANIE","P7 : > 12000 kW","F2 : Bioénergies",1
"2025-03-07","OCCITANIE","P3 : ]9 - 100] kW","F3 : Hydraulique",76
"2025-03-07","OCCITANIE","P5 : ]250 - 1000] kW","F1 : Thermique non renouvelable",4
"2025-03-07","OCCITANIE","P4 : ]100 - 250] kW","F2 : Bioénergies",10
"2025-03-07","OCCITANIE","P7 : > 12000 kW","F1 : Thermique non renouvelable",0
"2025-03-07","OCCITANIE","P0 : Total toutes puissances","F3 : Hydraulique",649
"2025-03-07","OCCITANIE","P1 : ]0 - 3] kW","F2 : Bioénergies",0
"2025-03-07","OCCITANIE","P0 : Total toutes puissances","F1 : Thermique non renouvelable",50
"2025-03-07","OCCITANIE","P0 : Total toutes puissances","F2 : Bioénergies",50
"2025-03-07","OCCITANIE","P1 : ]0 - 3] kW","F5 : Solaire",91402
"2025-03-07","OCCITANIE","P4 : ]100 - 250] kW","F0 : Total toutes filières",4175
"2025-03-07","OCCITANIE","P5 : ]250 - 1000] kW","F3 : Hydraulique",310
"2025-03-07","OCCITANIE","P5 : ]250 - 1000] kW","F4 : Eolien",2
"2025-03-07","OCCITANIE","P5 : ]250 - 1000] kW","F6 : Autres",3
"2025-03-07","OCCITANIE","P6 : ]1000 - 12000] kW","F4 : Eolien",132
"2025-03-07","OCCITANIE","P6 : ]1000 - 12000] kW","F3 : Hydraulique",127
"2025-03-07","OCCITANIE","P2 : ]3 - 9] kW","F1 : Thermique non renouvelable",0
"2025-03-07","OCCITANIE","P5 : ]250 - 1000] kW","F5 : Solaire",287
"2025-03-07","OCCITANIE","P2 : ]3 - 9] kW","F2 : Bioénergies",0
"2025-03-07","OCCITANIE","P4 : ]100 - 250] kW","F3 : Hydraulique",133
"2025-03-07","OCCITANIE","P4 : ]100 - 250] kW","F1 : Thermique non renouvelable",2
"2025-03-07","OCCITANIE","P3 : ]9 - 100] kW","F6 : Autres",1
"2025-03-07","OCCITANIE","P6 : ]1000 - 12000] kW","F2 : Bioénergies",14
"2025-03-07","OCCITANIE","P3 : ]9 - 100] kW","F0 : Total toutes filières",13617
"2025-03-07","OCCITANIE","P4 : ]100 - 250] kW","F4 : Eolien",0
"2025-03-07","OCCITANIE","P1 : ]0 - 3] kW","F4 : Eolien",8
"2025-03-07","OCCITANIE","P1 : ]0 - 3] kW","F1 : Thermique non renouvelable",0
"2025-03-07","OCCITANIE","P2 : ]3 - 9] kW","F0 : Total toutes filières",75857
"2025-03-07","OCCITANIE","P6 : ]1000 - 12000] kW","F5 : Solaire",462
"2025-03-07","OCCITANIE","P3 : ]9 - 100] kW","F2 : Bioénergies",11
"2025-03-07","OCCITANIE","P5 : ]250 - 1000] kW","F0 : Total toutes filières",620
"2025-03-07","OCCITANIE","P7 : > 12000 kW","F5 : Solaire",9
"2025-03-07","OCCITANIE","P7 : > 12000 kW","F6 : Autres",1
"2025-03-07","OCCITANIE","P2 : ]3 - 9] kW","F3 : Hydraulique",2
"2025-03-07","OCCITANIE","P6 : ]1000 - 12000] kW","F0 : Total toutes filières",803
"2025-03-07","OCCITANIE","P7 : > 12000 kW","F0 : Total toutes filières",27
"2025-03-07","OCCITANIE","P3 : ]9 - 100] kW","F1 : Thermique non renouvelable",1
"2025-03-07","OCCITANIE","P0 : Total toutes puissances","F5 : Solaire",185589
"2025-03-07","OCCITANIE","P0 : Total toutes puissances","F0 : Total toutes filières",186547
"2025-03-07","OCCITANIE","P7 : > 12000 kW","F3 : Hydraulique",0
"2025-03-07","OCCITANIE","P2 : ]3 - 9] kW","F4 : Eolien",12
"2025-03-07","OCCITANIE","P2 : ]3 - 9] kW","F5 : Solaire",75842
"2025-03-07","OCCITANIE","P3 : ]9 - 100] kW","F4 : Eolien",6
"2025-03-07","OCCITANIE","P0 : Total toutes puissances","F4 : Eolien",176
"2025-03-07","OCCITANIE","P1 : ]0 - 3] kW","F3 : Hydraulique",1
"2025-03-07","OCCITANIE","P4 : ]100 - 250] kW","F6 : Autres",1
"2025-03-07","OCCITANIE","P7 : > 12000 kW","F4 : Eolien",16
"2025-03-07","OCCITANIE","P3 : ]9 - 100] kW","F5 : Solaire",13522
"2025-03-07","OCCITANIE","P6 : ]1000 - 12000] kW","F6 : Autres",26
"2025-03-07","OCCITANIE","P4 : ]100 - 250] kW","F5 : Solaire",4029
"2025-03-06","OCCITANIE","P2 : ]3 - 9] kW","F1 : Thermique non renouvelable",0
"2025-03-06","OCCITANIE","P6 : ]1000 - 12000] kW","F6 : Autres",26
"2025-03-06","OCCITANIE","P4 : ]100 - 250] kW","F0 : Total toutes filières",4175
"2025-03-06","OCCITANIE","P0 : Total toutes puissances","F3 : Hydraulique",649
"2025-03-06","OCCITANIE","P2 : ]3 - 9] kW","F2 : Bioénergies",0
"2025-03-06","OCCITANIE","P1 : ]0 - 3] kW","F2 : Bioénergies",0
"2025-03-06","OCCITANIE","P6 : ]1000 - 12000] kW","F5 : Solaire",462
"2025-03-06","OCCITANIE","P3 : ]9 - 100] kW","F5 : Solaire",13519
"2025-03-06","OCCITANIE","P5 : ]250 - 1000] kW","F3 : Hydraulique",310
"2025-03-06","OCCITANIE","P3 : ]9 - 100] kW","F3 : Hydraulique",76
"2025-03-06","OCCITANIE","P1 : ]0 - 3] kW","F6 : Autres",0
"2025-03-06","OCCITANIE","P3 : ]9 - 100] kW","F0 : Total toutes filières",13614
"2025-03-06","OCCITANIE","P4 : ]100 - 250] kW","F1 : Thermique non renouvelable",2
"2025-03-06","OCCITANIE","P4 : ]100 - 250] kW","F5 : Solaire",4029
"2025-03-06","OCCITANIE","P6 : ]1000 - 12000] kW","F2 : Bioénergies",14
"2025-03-06","OCCITANIE","P1 : ]0 - 3] kW","F0 : Total toutes filières",91363
"2025-03-06","OCCITANIE","P5 : ]250 - 1000] kW","F4 : Eolien",2
"2025-03-06","OCCITANIE","P2 : ]3 - 9] kW","F4 : Eolien",12
"2025-03-06","OCCITANIE","P6 : ]1000 - 12000] kW","F0 : Total toutes filières",802
"2025-03-06","OCCITANIE","P1 : ]0 - 3] kW","F5 : Solaire",91354
"2025-03-06","OCCITANIE","P3 : ]9 - 100] kW","F2 : Bioénergies",11
"2025-03-06","OCCITANIE","P1 : ]0 - 3] kW","F3 : Hydraulique",1
"2025-03-06","OCCITANIE","P2 : ]3 - 9] kW","F5 : Solaire",75725
"2025-03-06","OCCITANIE","P5 : ]250 - 1000] kW","F1 : Thermique non renouvelable",4
"2025-03-06","OCCITANIE","P0 : Total toutes puissances","F4 : Eolien",175
"2025-03-06","OCCITANIE","P2 : ]3 - 9] kW","F3 : Hydraulique",2
"2025-03-06","OCCITANIE","P3 : ]9 - 100] kW","F6 : Autres",1
"2025-03-06","OCCITANIE","P6 : ]1000 - 12000] kW","F1 : Thermique non renouvelable",42
"2025-03-06","OCCITANIE","P1 : ]0 - 3] kW","F1 : Thermique non renouvelable",0
"2025-03-06","OCCITANIE","P7 : > 12000 kW","F5 : Solaire",9
"2025-03-06","OCCITANIE","P1 : ]0 - 3] kW","F4 : Eolien",8
"2025-03-06","OCCITANIE","P5 : ]250 - 1000] kW","F2 : Bioénergies",14
"2025-03-06","OCCITANIE","P4 : ]100 - 250] kW","F2 : Bioénergies",10
"2025-03-06","OCCITANIE","P3 : ]9 - 100] kW","F4 : Eolien",6
"2025-03-06","OCCITANIE","P4 : ]100 - 250] kW","F6 : Autres",1
"2025-03-06","OCCITANIE","P7 : > 12000 kW","F1 : Thermique non renouvelable",0
"2025-03-06","OCCITANIE","P5 : ]250 - 1000] kW","F5 : Solaire",287
"2025-03-06","OCCITANIE","P0 : Total toutes puissances","F0 : Total toutes filières",186366
"2025-03-06","OCCITANIE","P4 : ]100 - 250] kW","F3 : Hydraulique",133
"2025-03-06","OCCITANIE","P0 : Total toutes puissances","F5 : Solaire",185409
"2025-03-06","OCCITANIE","P5 : ]250 - 1000] kW","F6 : Autres",3
"2025-03-06","OCCITANIE","P3 : ]9 - 100] kW","F1 : Thermique non renouvelable",1
"2025-03-06","OCCITANIE","P2 : ]3 - 9] kW","F0 : Total toutes filières",75740
"2025-03-06","OCCITANIE","P7 : > 12000 kW","F6 : Autres",1
"2025-03-06","OCCITANIE","P6 : ]1000 - 12000] kW","F4 : Eolien",131
"2025-03-06","OCCITANIE","P7 : > 12000 kW","F0 : Total toutes filières",27
"2025-03-06","OCCITANIE","P0 : Total toutes puissances","F1 : Thermique non renouvelable",50
"2025-03-06","OCCITANIE","P4 : ]100 - 250] kW","F4 : Eolien",0
"2025-03-06","OCCITANIE","P7 : > 12000 kW","F2 : Bioénergies",1
"2025-03-06","OCCITANIE","P7 : > 12000 kW","F4 : Eolien",16
"2025-03-06","OCCITANIE","P7 : > 12000 kW","F3 : Hydraulique",0
"2025-03-06","OCCITANIE","P5 : ]250 - 1000] kW","F0 : Total toutes filières",620
"2025-03-06","OCCITANIE","P6 : ]1000 - 12000] kW","F3 : Hydraulique",127
"2025-03-06","OCCITANIE","P0 : Total toutes puissances","F2 : Bioénergies",50
"2025-03-05","OCCITANIE","P1 : ]0 - 3] kW","F3 : Hydraulique",1
"2025-03-05","OCCITANIE","P4 : ]100 - 250] kW","F0 : Total toutes filières",4168
"2025-03-05","OCCITANIE","P7 : > 12000 kW","F2 : Bioénergies",1
"2025-03-05","OCCITANIE","P4 : ]100 - 250] kW","F4 : Eolien",0
"2025-03-05","OCCITANIE","P6 : ]1000 - 12000] kW","F0 : Total toutes filières",802
"2025-03-05","OCCITANIE","P7 : > 12000 kW","F6 : Autres",1
"2025-03-05","OCCITANIE","P5 : ]250 - 1000] kW","F1 : Thermique non renouvelable",4
"2025-03-05","OCCITANIE","P3 : ]9 - 100] kW","F0 : Total toutes filières",13603
"2025-03-05","OCCITANIE","P5 : ]250 - 1000] kW","F3 : Hydraulique",310
"2025-03-05","OCCITANIE","P0 : Total toutes puissances","F0 : Total toutes filières",186222
"2025-03-05","OCCITANIE","P1 : ]0 - 3] kW","F6 : Autres",0
"2025-03-05","OCCITANIE","P6 : ]1000 - 12000] kW","F3 : Hydraulique",127
"2025-03-05","OCCITANIE","P6 : ]1000 - 12000] kW","F1 : Thermique non renouvelable",42
"2025-03-05","OCCITANIE","P2 : ]3 - 9] kW","F1 : Thermique non renouvelable",0
"2025-03-05","OCCITANIE","P5 : ]250 - 1000] kW","F0 : Total toutes filières",620
"2025-03-05","OCCITANIE","P1 : ]0 - 3] kW","F5 : Solaire",91321
"2025-03-05","OCCITANIE","P4 : ]100 - 250] kW","F1 : Thermique non renouvelable",2
"2025-03-05","OCCITANIE","P4 : ]100 - 250] kW","F3 : Hydraulique",133
"2025-03-05","OCCITANIE","P4 : ]100 - 250] kW","F5 : Solaire",4022
"2025-03-05","OCCITANIE","P4 : ]100 - 250] kW","F2 : Bioénergies",10
"2025-03-05","OCCITANIE","P6 : ]1000 - 12000] kW","F2 : Bioénergies",14
"2025-03-05","OCCITANIE","P6 : ]1000 - 12000] kW","F4 : Eolien",131
"2025-03-05","OCCITANIE","P1 : ]0 - 3] kW","F2 : Bioénergies",0
"2025-03-05","OCCITANIE","P3 : ]9 - 100] kW","F5 : Solaire",13508
"2025-03-05","OCCITANIE","P1 : ]0 - 3] kW","F4 : Eolien",8
"2025-03-05","OCCITANIE","P2 : ]3 - 9] kW","F4 : Eolien",12
"2025-03-05","OCCITANIE","P3 : ]9 - 100] kW","F4 : Eolien",6
"2025-03-05","OCCITANIE","P6 : ]1000 - 12000] kW","F6 : Autres",26
"2025-03-05","OCCITANIE","P1 : ]0 - 3] kW","F0 : Total toutes filières",91330
"2025-03-05","OCCITANIE","P0 : Total toutes puissances","F1 : Thermique non renouvelable",50
"2025-03-05","OCCITANIE","P0 : Total toutes puissances","F4 : Eolien",175
"2025-03-05","OCCITANIE","P6 : ]1000 - 12000] kW","F5 : Solaire",462
"2025-03-05","OCCITANIE","P3 : ]9 - 100] kW","F1 : Thermique non renouvelable",1
"2025-03-05","OCCITANIE","P4 : ]100 - 250] kW","F6 : Autres",1
"2025-03-05","OCCITANIE","P2 : ]3 - 9] kW","F0 : Total toutes filières",75647
"2025-03-05","OCCITANIE","P5 : ]250 - 1000] kW","F4 : Eolien",2
"2025-03-05","OCCITANIE","P7 : > 12000 kW","F5 : Solaire",9
"2025-03-05","OCCITANIE","P5 : ]250 - 1000] kW","F2 : Bioénergies",14
"2025-03-05","OCCITANIE","P2 : ]3 - 9] kW","F2 : Bioénergies",0
"2025-03-05","OCCITANIE","P3 : ]9 - 100] kW","F6 : Autres",1
"2025-03-05","OCCITANIE","P5 : ]250 - 1000] kW","F5 : Solaire",287
"2025-03-05","OCCITANIE","P7 : > 12000 kW","F1 : Thermique non renouvelable",0
"2025-03-05","OCCITANIE","P7 : > 12000 kW","F3 : Hydraulique",0
"2025-03-05","OCCITANIE","P3 : ]9 - 100] kW","F2 : Bioénergies",11
"2025-03-05","OCCITANIE","P2 : ]3 - 9] kW","F3 : Hydraulique",2
"2025-03-05","OCCITANIE","P2 : ]3 - 9] kW","F5 : Solaire",75632
"2025-03-05","OCCITANIE","P5 : ]250 - 1000] kW","F6 : Autres",3
"2025-03-05","OCCITANIE","P1 : ]0 - 3] kW","F1 : Thermique non renouvelable",0
"2025-03-05","OCCITANIE","P0 : Total toutes puissances","F3 : Hydraulique",649
"2025-03-05","OCCITANIE","P3 : ]9 - 100] kW","F3 : Hydraulique",76
"2025-03-05","OCCITANIE","P7 : > 12000 kW","F4 : Eolien",16
"2025-03-05","OCCITANIE","P7 : > 12000 kW","F0 : Total toutes filières",27
"2025-03-05","OCCITANIE","P0 : Total toutes puissances","F2 : Bioénergies",50
"2025-03-05","OCCITANIE","P0 : Total toutes puissances","F5 : Solaire",185265
"2025-03-04","OCCITANIE","P6 : ]1000 - 12000] kW","F1 : Thermique non renouvelable",42
"2025-03-04","OCCITANIE","P7 : > 12000 kW","F3 : Hydraulique",0
"2025-03-04","OCCITANIE","P7 : > 12000 kW","F6 : Autres",1
"2025-03-04","OCCITANIE","P5 : ]250 - 1000] kW","F2 : Bioénergies",14
"2025-03-04","OCCITANIE","P7 : > 12000 kW","F5 : Solaire",9
"2025-03-04","OCCITANIE","P0 : Total toutes puissances","F4 : Eolien",175
"2025-03-04","OCCITANIE","P3 : ]9 - 100] kW","F0 : Total toutes filières",13597
"2025-03-04","OCCITANIE","P1 : ]0 - 3] kW","F3 : Hydraulique",1
