"Date","Région","Plage de puissance injection","Filière de production","Nombre points injection"
"2025-06-07","OCCITANIE","P6 : ]1000 - 12000] kW","F5 : Solaire",473
"2025-09-07","OCCITANIE","P4 : ]100 - 250] kW","F3 : Hydraulique",132
"2025-09-07","OCCITANIE","P6 : ]1000 - 12000] kW","F4 : Eolien",131
"2025-09-07","OCCITANIE","P7 : > 12000 kW","F3 : Hydraulique",0
"2025-06-07","OCCITANIE","P2 : ]3 - 9] kW","F1 : Thermique non renouvelable",0
"2025-06-07","OCCITANIE","P5 : ]250 - 1000] kW","F2 : Bioénergies",14
"2025-06-07","OCCITANIE","P3 : ]9 - 100] kW","F2 : Bioénergies",12
"2025-06-07","OCCITANIE","P7 : > 12000 kW","F0 : Total toutes filières",28
"2025-06-07","OCCITANIE","P6 : ]1000 - 12000] kW","F2 : Bioénergies",13
"2025-06-07","OCCITANIE","P6 : ]1000 - 12000] kW","F4 : Eolien",131
"2025-09-07","OCCITANIE","P0 : Total toutes puissances","F4 : Eolien",176
"2025-09-07","OCCITANIE","P0 : Total toutes puissances","F5 : Solaire",200138
"2025-06-07","OCCITANIE","P1 : ]0 - 3] kW","F2 : Bioénergies",0
"2025-09-07","OCCITANIE","P1 : ]0 - 3] kW","F0 : Total toutes filières",94955
"2025-09-07","OCCITANIE","P4 : ]100 - 250] kW","F1 : Thermique non renouvelable",2
"2025-09-07","OCCITANIE","P6 : ]1000 - 12000] kW","F3 : Hydraulique",127
"2025-09-07","OCCITANIE","P6 : ]1000 - 12000] kW","F6 : Autres",27
"2025-09-07","OCCITANIE","P7 : > 12000 kW","F2 : Bioénergies",1
"2025-06-07","OCCITANIE","P5 : ]250 - 1000] kW","F6 : Autres",3
"2025-09-07","OCCITANIE","P0 : Total toutes puissances","F1 : Thermique non renouvelable",49
"2025-09-07","OCCITANIE","P3 : ]9 - 100] kW","F2 : Bioénergies",12
"2025-09-07","OCCITANIE","P3 : ]9 - 100] kW","F4 : Eolien",6
"2025-09-07","OCCITANIE","P3 : ]9 - 100] kW","F5 : Solaire",14514
"2025-09-07","OCCITANIE","P4 : ]100 - 250] kW","F4 : Eolien",0
"2025-06-07","OCCITANIE","P1 : ]0 - 3] kW","F0 : Total toutes filières",93528
"2025-09-07","OCCITANIE","P4 : ]100 - 250] kW","F5 : Solaire",4827
"2025-09-07","OCCITANIE","P5 : ]250 - 1000] kW","F2 : Bioénergies",13
"2025-09-07","OCCITANIE","P7 : > 12000 kW","F0 : Total toutes filières",30
"2025-09-07","OCCITANIE","P7 : > 12000 kW","F4 : Eolien",19
"2025-10-24","OCCITANIE","P0 : Total toutes puissances","F0 : Total toutes filières",203903
"2025-10-24","OCCITANIE","P0 : Total toutes puissances","F1 : Thermique non renouvelable",49
"2025-10-24","OCCITANIE","P0 : Total toutes puissances","F2 : Bioénergies",49
"2025-10-24","OCCITANIE","P0 : Total toutes puissances","F3 : Hydraulique",647
"2025-10-24","OCCITANIE","P0 : Total toutes puissances","F4 : Eolien",177
"2025-10-24","OCCITANIE","P0 : Total toutes puissances","F5 : Solaire",202928
"2025-10-24","OCCITANIE","P1 : ]0 - 3] kW","F0 : Total toutes filières",95571
"2025-10-24","OCCITANIE","P1 : ]0 - 3] kW","F1 : Thermique non renouvelable",0
"2025-10-24","OCCITANIE","P1 : ]0 - 3] kW","F2 : Bioénergies",0
"2025-10-24","OCCITANIE","P1 : ]0 - 3] kW","F3 : Hydraulique",1
"2025-10-24","OCCITANIE","P1 : ]0 - 3] kW","F4 : Eolien",8
"2025-10-24","OCCITANIE","P1 : ]0 - 3] kW","F5 : Solaire",95560
"2025-10-24","OCCITANIE","P1 : ]0 - 3] kW","F6 : Autres",2
"2025-10-24","OCCITANIE","P2 : ]3 - 9] kW","F0 : Total toutes filières",86720
"2025-10-24","OCCITANIE","P2 : ]3 - 9] kW","F1 : Thermique non renouvelable",0
"2025-10-24","OCCITANIE","P2 : ]3 - 9] kW","F2 : Bioénergies",0
"2025-10-24","OCCITANIE","P2 : ]3 - 9] kW","F3 : Hydraulique",2
"2025-10-24","OCCITANIE","P2 : ]3 - 9] kW","F4 : Eolien",10
"2025-10-24","OCCITANIE","P2 : ]3 - 9] kW","F5 : Solaire",86692
"2025-10-24","OCCITANIE","P3 : ]9 - 100] kW","F0 : Total toutes filières",14919
"2025-10-24","OCCITANIE","P3 : ]9 - 100] kW","F1 : Thermique non renouvelable",1
"2025-10-24","OCCITANIE","P3 : ]9 - 100] kW","F2 : Bioénergies",11
"2025-06-07","OCCITANIE","P0 : Total toutes puissances","F3 : Hydraulique",649
"2025-10-24","OCCITANIE","P3 : ]9 - 100] kW","F3 : Hydraulique",74
"2025-10-24","OCCITANIE","P3 : ]9 - 100] kW","F4 : Eolien",6
"2025-10-24","OCCITANIE","P3 : ]9 - 100] kW","F5 : Solaire",14824
"2025-10-24","OCCITANIE","P3 : ]9 - 100] kW","F6 : Autres",3
"2025-10-24","OCCITANIE","P4 : ]100 - 250] kW","F0 : Total toutes filières",5183
"2025-10-24","OCCITANIE","P4 : ]100 - 250] kW","F1 : Thermique non renouvelable",2
"2025-10-24","OCCITANIE","P4 : ]100 - 250] kW","F2 : Bioénergies",10
"2025-10-24","OCCITANIE","P4 : ]100 - 250] kW","F3 : Hydraulique",133
"2025-10-24","OCCITANIE","P4 : ]100 - 250] kW","F4 : Eolien",0
"2025-10-24","OCCITANIE","P4 : ]100 - 250] kW","F5 : Solaire",5037
"2025-10-24","OCCITANIE","P4 : ]100 - 250] kW","F6 : Autres",1
"2025-10-24","OCCITANIE","P5 : ]250 - 1000] kW","F0 : Total toutes filières",630
"2025-10-24","OCCITANIE","P5 : ]250 - 1000] kW","F1 : Thermique non renouvelable",4
"2025-10-24","OCCITANIE","P5 : ]250 - 1000] kW","F2 : Bioénergies",13
"2025-10-24","OCCITANIE","P5 : ]250 - 1000] kW","F3 : Hydraulique",310
"2025-10-24","OCCITANIE","P5 : ]250 - 1000] kW","F4 : Eolien",2
"2025-10-24","OCCITANIE","P5 : ]250 - 1000] kW","F5 : Solaire",298
"2025-10-24","OCCITANIE","P5 : ]250 - 1000] kW","F6 : Autres",3
"2025-10-24","OCCITANIE","P6 : ]1000 - 12000] kW","F0 : Total toutes filières",830
"2025-10-24","OCCITANIE","P6 : ]1000 - 12000] kW","F1 : Thermique non renouvelable",42
"2025-10-24","OCCITANIE","P6 : ]1000 - 12000] kW","F2 : Bioénergies",14
"2025-10-24","OCCITANIE","P6 : ]1000 - 12000] kW","F3 : Hydraulique",127
"2025-10-24","OCCITANIE","P6 : ]1000 - 12000] kW","F4 : Eolien",131
"2025-10-24","OCCITANIE","P6 : ]1000 - 12000] kW","F5 : Solaire",489
"2025-10-24","OCCITANIE","P6 : ]1000 - 12000] kW","F6 : Autres",27
"2025-10-24","OCCITANIE","P7 : > 12000 kW","F0 : Total toutes filières",31
"2025-10-24","OCCITANIE","P7 : > 12000 kW","F1 : Thermique non renouvelable",0
"2025-10-24","OCCITANIE","P7 : > 12000 kW","F2 : Bioénergies",1
"2025-10-24","OCCITANIE","P7 : > 12000 kW","F3 : Hydraulique",0
"2025-10-24","OCCITANIE","P7 : > 12000 kW","F4 : Eolien",20
"2025-10-24","OCCITANIE","P7 : > 12000 kW","F5 : Solaire",9
"2025-10-24","OCCITANIE","P7 : > 12000 kW","F6 : Autres",1
"2025-06-07","OCCITANIE","P5 : ]250 - 1000] kW","F4 : Eolien",2
"2025-09-07","OCCITANIE","P0 : Total toutes puissances","F2 : Bioénergies",50
"2025-09-07","OCCITANIE","P1 : ]0 - 3] kW","F2 : Bioénergies",0
"2025-09-07","OCCITANIE","P1 : ]0 - 3] kW","F5 : Solaire",94944
"2025-09-07","OCCITANIE","P2 : ]3 - 9] kW","F0 : Total toutes filières",85071
"2025-09-07","OCCITANIE","P2 : ]3 - 9] kW","F4 : Eolien",10
"2025-09-07","OCCITANIE","P5 : ]250 - 1000] kW","F6 : Autres",3
"2025-09-07","OCCITANIE","P6 : ]1000 - 12000] kW","F1 : Thermique non renouvelable",42
"2025-06-07","OCCITANIE","P4 : ]100 - 250] kW","F6 : Autres",1
"2025-06-07","OCCITANIE","P6 : ]1000 - 12000] kW","F6 : Autres",26
"2025-06-07","OCCITANIE","P3 : ]9 - 100] kW","F0 : Total toutes filières",14129
"2025-06-07","OCCITANIE","P0 : Total toutes puissances","F5 : Solaire",193837
"2025-06-07","OCCITANIE","P1 : ]0 - 3] kW","F3 : Hydraulique",1
"2025-06-07","OCCITANIE","P4 : ]100 - 250] kW","F5 : Solaire",4450
"2025-09-07","OCCITANIE","P1 : ]0 - 3] kW","F1 : Thermique non renouvelable",0
"2025-06-07","OCCITANIE","P2 : ]3 - 9] kW","F0 : Total toutes filières",81064
"2025-06-07","OCCITANIE","P5 : ]250 - 1000] kW","F5 : Solaire",294
"2025-09-07","OCCITANIE","P2 : ]3 - 9] kW","F3 : Hydraulique",2
"2025-09-07","OCCITANIE","P3 : ]9 - 100] kW","F0 : Total toutes filières",14610
"2025-09-07","OCCITANIE","P3 : ]9 - 100] kW","F6 : Autres",3
"2025-09-07","OCCITANIE","P5 : ]250 - 1000] kW","F0 : Total toutes filières",626
"2025-09-07","OCCITANIE","P6 : ]1000 - 12000] kW","F2 : Bioénergies",14
"2025-06-06","OCCITANIE","P1 : ]0 - 3] kW","F0 : Total toutes filières",93534
"2025-06-06","OCCITANIE","P1 : ]0 - 3] kW","F4 : Eolien",8
"2025-06-06","OCCITANIE","P2 : ]3 - 9] kW","F4 : Eolien",11
"2025-06-06","OCCITANIE","P5 : ]250 - 1000] kW","F4 : Eolien",2
"2025-06-06","OCCITANIE","P1 : ]0 - 3] kW","F2 : Bioénergies",0
"2025-06-06","OCCITANIE","P6 : ]1000 - 12000] kW","F5 : Solaire",473
"2025-06-06","OCCITANIE","P1 : ]0 - 3] kW","F1 : Thermique non renouvelable",0
"2025-09-06","OCCITANIE","P3 : ]9 - 100] kW","F1 : Thermique non renouvelable",1
"2025-09-06","OCCITANIE","P4 : ]100 - 250] kW","F5 : Solaire",4827
"2025-09-06","OCCITANIE","P5 : ]250 - 1000] kW","F3 : Hydraulique",310
"2025-06-06","OCCITANIE","P7 : > 12000 kW","F4 : Eolien",17
"2025-09-06","OCCITANIE","P5 : ]250 - 1000] kW","F6 : Autres",3
"2025-09-06","OCCITANIE","P6 : ]1000 - 12000] kW","F0 : Total toutes filières",826
"2025-09-06","OCCITANIE","P6 : ]1000 - 12000] kW","F2 : Bioénergies",14
"2025-09-06","OCCITANIE","P6 : ]1000 - 12000] kW","F5 : Solaire",485
"2025-06-06","OCCITANIE","P0 : Total toutes puissances","F2 : Bioénergies",50
"2025-09-06","OCCITANIE","P7 : > 12000 kW","F1 : Thermique non renouvelable",0
"2025-06-06","OCCITANIE","P7 : > 12000 kW","F6 : Autres",1
"2025-06-06","OCCITANIE","P2 : ]3 - 9] kW","F5 : Solaire",81008
"2025-06-06","OCCITANIE","P3 : ]9 - 100] kW","F5 : Solaire",14031
"2025-06-06","OCCITANIE","P7 : > 12000 kW","F0 : Total toutes filières",28
"2025-06-06","OCCITANIE","P4 : ]100 - 250] kW","F6 : Autres",1
"2025-06-06","OCCITANIE","P2 : ]3 - 9] kW","F0 : Total toutes filières",81028
"2025-06-06","OCCITANIE","P4 : ]100 - 250] kW","F0 : Total toutes filières",4596
"2025-09-06","OCCITANIE","P0 : Total toutes puissances","F2 : Bioénergies",50
"2025-09-06","OCCITANIE","P1 : ]0 - 3] kW","F3 : Hydraulique",1
"2025-09-06","OCCITANIE","P2 : ]3 - 9] kW","F0 : Total toutes filières",85071
"2025-09-06","OCCITANIE","P2 : ]3 - 9] kW","F3 : Hydraulique",2
"2025-06-06","OCCITANIE","P0 : Total toutes puissances","F5 : Solaire",193806
"2025-09-06","OCCITANIE","P3 : ]9 - 100] kW","F2 : Bioénergies",12
"2025-09-06","OCCITANIE","P4 : ]100 - 250] kW","F6 : Autres",1
"2025-09-06","OCCITANIE","P6 : ]1000 - 12000] kW","F1 : Thermique non renouvelable",42
"2025-09-06","OCCITANIE","P6 : ]1000 - 12000] kW","F3 : Hydraulique",127
"2025-06-06","OCCITANIE","P2 : ]3 - 9] kW","F1 : Thermique non renouvelable",0
"2025-06-06","OCCITANIE","P6 : ]1000 - 12000] kW","F1 : Thermique non renouvelable",42
"2025-06-06","OCCITANIE","P4 : ]100 - 250] kW","F5 : Solaire",4450
"2025-06-06","OCCITANIE","P5 : ]250 - 1000] kW","F0 : Total toutes filières",627
"2025-06-06","OCCITANIE","P6 : ]1000 - 12000] kW","F0 : Total toutes filières",812
"2025-06-06","OCCITANIE","P2 : ]3 - 9] kW","F2 : Bioénergies",0
"2025-06-06","OCCITANIE","P3 : ]9 - 100] kW","F4 : Eolien",6
"2025-09-06","OCCITANIE","P0 : Total toutes puissances","F0 : Total toutes filières",201109
"2025-09-06","OCCITANIE","P1 : ]0 - 3] kW","F6 : Autres",2
"2025-09-06","OCCITANIE","P3 : ]9 - 100] kW","F4 : Eolien",6
"2025-09-06","OCCITANIE","P4 : ]100 - 250] kW","F1 : Thermique non renouvelable",2
"2025-09-06","OCCITANIE","P4 : ]100 - 250] kW","F4 : Eolien",0
"2025-09-06","OCCITANIE","P5 : ]250 - 1000] kW","F2 : Bioénergies",13
"2025-09-06","OCCITANIE","P7 : > 12000 kW","F4 : Eolien",19
"2025-06-06","OCCITANIE","P4 : ]100 - 250] kW","F4 : Eolien",0
"2025-06-06","OCCITANIE","P5 : ]250 - 1000] kW","F5 : Solaire",294
"2025-06-06","OCCITANIE","P4 : ]100 - 250] kW","F3 : Hydraulique",133
"2025-06-06","OCCITANIE","P5 : ]250 - 1000] kW","F1 : Thermique non renouvelable",4
"2025-06-06","OCCITANIE","P5 : ]250 - 1000] kW","F6 : Autres",3
"2025-09-06","OCCITANIE","P1 : ]0 - 3] kW","F2 : Bioénergies",0
"2025-06-06","OCCITANIE","P3 : ]9 - 100] kW","F1 : Thermique non renouvelable",1
"2025-06-06","OCCITANIE","P7 : > 12000 kW","F3 : Hydraulique",0
"2025-09-06","OCCITANIE","P1 : ]0 - 3] kW","F5 : Solaire",94944
"2025-09-06","OCCITANIE","P4 : ]100 - 250] kW","F3 : Hydraulique",132
"2025-06-06","OCCITANIE","P3 : ]9 - 100] kW","F0 : Total toutes filières",14128
"2025-09-06","OCCITANIE","P0 : Total toutes puissances","F5 : Solaire",200138
"2025-09-06","OCCITANIE","P1 : ]0 - 3] kW","F0 : Total toutes filières",94955
"2025-09-06","OCCITANIE","P1 : ]0 - 3] kW","F1 : Thermique non renouvelable",0
"2025-09-06","OCCITANIE","P3 : ]9 - 100] kW","F0 : Total toutes filières",14610
"2025-09-06","OCCITANIE","P6 : ]1000 - 12000] kW","F6 : Autres",27
"2025-09-06","OCCITANIE","P7 : > 12000 kW","F2 : Bioénergies",1
"2025-09-06","OCCITANIE","P7 : > 12000 kW","F5 : Solaire",9
"2025-06-06","OCCITANIE","P7 : > 12000 kW","F1 : Thermique non renouvelable",0
"2025-06-06","OCCITANIE","P3 : ]9 - 100] kW","F2 : Bioénergies",12
"2025-06-06","OCCITANIE","P5 : ]250 - 1000] kW","F2 : Bioénergies",14
"2025-06-06","OCCITANIE","P6 : ]1000 - 12000] kW","F3 : Hydraulique",127
"2025-06-06","OCCITANIE","P0 : Total toutes puissances","F1 : Thermique non renouvelable",49
"2025-06-06","OCCITANIE","P3 : ]9 - 100] kW","F6 : Autres",2
"2025-06-06","OCCITANIE","P5 : ]250 - 1000] kW","F3 : Hydraulique",310
"2025-06-06","OCCITANIE","P0 : Total toutes puissances","F3 : Hydraulique",649
"2025-06-06","OCCITANIE","P1 : ]0 - 3] kW","F3 : Hydraulique",1
"2025-09-06","OCCITANIE","P0 : Total toutes puissances","F4 : Eolien",176
"2025-09-06","OCCITANIE","P2 : ]3 - 9] kW","F1 : Thermique non renouvelable",0
"2025-09-06","OCCITANIE","P3 : ]9 - 100] kW","F6 : Autres",3
"2025-09-06","OCCITANIE","P4 : ]100 - 250] kW","F2 : Bioénergies",10
"2025-09-06","OCCITANIE","P5 : ]250 - 1000] kW","F4 : Eolien",2
"2025-09-06","OCCITANIE","P6 : ]1000 - 12000] kW","F4 : Eolien",131
"2025-09-06","OCCITANIE","P7 : > 12000 kW","F3 : Hydraulique",0
"2025-06-06","OCCITANIE","P7 : > 12000 kW","F2 : Bioénergies",1
"2025-10-25","OCCITANIE","P0 : Total toutes puissances","F0 : Total toutes filières",203916
"2025-10-25","OCCITANIE","P0 : Total toutes puissances","F1 : Thermique non renouvelable",49
"2025-10-25","OCCITANIE","P0 : Total toutes puissances","F2 : Bioénergies",49
"2025-10-25","OCCITANIE","P0 : Total toutes puissances","F3 : Hydraulique",647
"2025-10-25","OCCITANIE","P0 : Total toutes puissances","F4 : Eolien",177
"2025-10-25","OCCITANIE","P0 : Total toutes puissances","F5 : Solaire",202941
"2025-10-25","OCCITANIE","P1 : ]0 - 3] kW","F0 : Total toutes filières",95573
"2025-06-06","OCCITANIE","P6 : ]1000 - 12000] kW","F4 : Eolien",131
"2025-10-25","OCCITANIE","P1 : ]0 - 3] kW","F1 : Thermique non renouvelable",0
"2025-10-25","OCCITANIE","P1 : ]0 - 3] kW","F2 : Bioénergies",0
"2025-10-25","OCCITANIE","P1 : ]0 - 3] kW","F3 : Hydraulique",1
"2025-10-25","OCCITANIE","P1 : ]0 - 3] kW","F4 : Eolien",8
"2025-10-25","OCCITANIE","P1 : ]0 - 3] kW","F5 : Solaire",95562
"2025-10-25","OCCITANIE","P1 : ]0 - 3] kW","F6 : Autres",2
"2025-10-25","OCCITANIE","P2 : ]3 - 9] kW","F0 : Total toutes filières",86730
"2025-10-25","OCCITANIE","P2 : ]3 - 9] kW","F1 : Thermique non renouvelable",0
"2025-10-25","OCCITANIE","P2 : ]3 - 9] kW","F2 : Bioénergies",0
"2025-06-06","OCCITANIE","P0 : Total toutes puissances","F0 : Total toutes filières",194770
"2025-10-25","OCCITANIE","P2 : ]3 - 9] kW","F3 : Hydraulique",2
"2025-06-06","OCCITANIE","P6 : ]1000 - 12000] kW","F2 : Bioénergies",13
"2025-10-25","OCCITANIE","P2 : ]3 - 9] kW","F4 : Eolien",10
"2025-06-06","OCCITANIE","P6 : ]1000 - 12000] kW","F6 : Autres",26
"2025-10-25","OCCITANIE","P2 : ]3 - 9] kW","F5 : Solaire",86702
"2025-10-25","OCCITANIE","P3 : ]9 - 100] kW","F0 : Total toutes filières",14920
"2025-10-25","OCCITANIE","P3 : ]9 - 100] kW","F1 : Thermique non renouvelable",1
"2025-10-25","OCCITANIE","P3 : ]9 - 100] kW","F2 : Bioénergies",11
"2025-10-25","OCCITANIE","P3 : ]9 - 100] kW","F3 : Hydraulique",74
"2025-10-25","OCCITANIE","P3 : ]9 - 100] kW","F4 : Eolien",6
"2025-10-25","OCCITANIE","P3 : ]9 - 100] kW","F5 : Solaire",14825
"2025-10-25","OCCITANIE","P3 : ]9 - 100] kW","F6 : Autres",3
"2025-10-25","OCCITANIE","P4 : ]100 - 250] kW","F0 : Total toutes filières",5183
"2025-10-25","OCCITANIE","P4 : ]100 - 250] kW","F1 : Thermique non renouvelable",2
"2025-10-25","OCCITANIE","P4 : ]100 - 250] kW","F2 : Bioénergies",10
"2025-10-25","OCCITANIE","P4 : ]100 - 250] kW","F3 : Hydraulique",133
"2025-10-25","OCCITANIE","P4 : ]100 - 250] kW","F4 : Eolien",0
"2025-10-25","OCCITANIE","P4 : ]100 - 250] kW","F5 : Solaire",5037
"2025-10-25","OCCITANIE","P4 : ]100 - 250] kW","F6 : Autres",1
"2025-10-25","OCCITANIE","P5 : ]250 - 1000] kW","F0 : Total toutes filières",630
"2025-10-25","OCCITANIE","P5 : ]250 - 1000] kW","F1 : Thermique non renouvelable",4
"2025-10-25","OCCITANIE","P5 : ]250 - 1000] kW","F2 : Bioénergies",13
"2025-10-25","OCCITANIE","P5 : ]250 - 1000] kW","F3 : Hydraulique",310
"2025-10-25","OCCITANIE","P5 : ]250 - 1000] kW","F4 : Eolien",2
"2025-10-25","OCCITANIE","P5 : ]250 - 1000] kW","F5 : Solaire",298
"2025-10-25","OCCITANIE","P5 : ]250 - 1000] kW","F6 : Autres",3
"2025-10-25","OCCITANIE","P6 : ]1000 - 12000] kW","F0 : Total toutes filières",830
"2025-06-06","OCCITANIE","P3 : ]9 - 100] kW","F3 : Hydraulique",76
"2025-10-25","OCCITANIE","P6 : ]1000 - 12000] kW","F1 : Thermique non renouvelable",42
"2025-10-25","OCCITANIE","P6 : ]1000 - 12000] kW","F2 : Bioénergies",14
"2025-10-25","OCCITANIE","P6 : ]1000 - 12000] kW","F3 : Hydraulique",127
"2025-10-25","OCCITANIE","P6 : ]1000 - 12000] kW","F4 : Eolien",131
"2025-10-25","OCCITANIE","P6 : ]1000 - 12000] kW","F5 : Solaire",489
"2025-10-25","OCCITANIE","P6 : ]1000 - 12000] kW","F6 : Autres",27
"2025-10-25","OCCITANIE","P7 : > 12000 kW","F0 : Total toutes filières",31
"2025-10-25","OCCITANIE","P7 : > 12000 kW","F1 : Thermique non renouvelable",0
"2025-10-25","OCCITANIE","P7 : > 12000 kW","F2 : Bioénergies",1
"2025-10-25","OCCITANIE","P7 : > 12000 kW","F3 : Hydraulique",0
"2025-10-25","OCCITANIE","P7 : > 12000 kW","F4 : Eolien",20
"2025-06-06","OCCITANIE","P7 : > 12000 kW","F5 : Solaire",9
"2025-10-25","OCCITANIE","P7 : > 12000 kW","F5 : Solaire",9
"2025-10-25","OCCITANIE","P7 : > 12000 kW","F6 : Autres",1
"2025-09-06","OCCITANIE","P0 : Total toutes puissances","F1 : Thermique non renouvelable",49
"2025-09-06","OCCITANIE","P2 : ]3 - 9] kW","F2 : Bioénergies",0
"2025-09-06","OCCITANIE","P2 : ]3 - 9] kW","F5 : Solaire",85046
"2025-09-06","OCCITANIE","P4 : ]100 - 250] kW","F0 : Total toutes filières",4972
"2025-09-06","OCCITANIE","P5 : ]250 - 1000] kW","F5 : Solaire",294
"2025-06-06","OCCITANIE","P1 : ]0 - 3] kW","F5 : Solaire",93524
"2025-06-06","OCCITANIE","P1 : ]0 - 3] kW","F6 : Autres",1
"2025-06-06","OCCITANIE","P2 : ]3 - 9] kW","F3 : Hydraulique",2
"2025-06-06","OCCITANIE","P0 : Total toutes puissances","F4 : Eolien",175
"2025-06-06","OCCITANIE","P4 : ]100 - 250] kW","F2 : Bioénergies",10
"2025-09-06","OCCITANIE","P0 : Total toutes puissances","F3 : Hydraulique",646
"2025-09-06","OCCITANIE","P1 : ]0 - 3] kW","F4 : Eolien",8
"2025-09-06","OCCITANIE","P2 : ]3 - 9] kW","F4 : Eolien",10
"2025-09-06","OCCITANIE","P3 : ]9 - 100] kW","F3 : Hydraulique",74
"2025-09-06","OCCITANIE","P3 : ]9 - 100] kW","F5 : Solaire",14514
"2025-09-06","OCCITANIE","P5 : ]250 - 1000] kW","F0 : Total toutes filières",626
"2025-09-06","OCCITANIE","P5 : ]250 - 1000] kW","F1 : Thermique non renouvelable",4
"2025-09-06","OCCITANIE","P7 : > 12000 kW","F0 : Total toutes filières",30
"2025-09-06","OCCITANIE","P7 : > 12000 kW","F6 : Autres",1
"2025-06-06","OCCITANIE","P4 : ]100 - 250] kW","F1 : Thermique non renouvelable",2
"2025-06-05","OCCITANIE","P1 : ]0 - 3] kW","F5 : Solaire",93490
"2025-06-05","OCCITANIE","P1 : ]0 - 3] kW","F6 : Autres",0
"2025-06-05","OCCITANIE","P4 : ]100 - 250] kW","F1 : Thermique non renouvelable",2
"2025-06-05","OCCITANIE","P5 : ]250 - 1000] kW","F2 : Bioénergies",14
"2025-06-05","OCCITANIE","P2 : ]3 - 9] kW","F5 : Solaire",80933
"2025-06-05","OCCITANIE","P3 : ]9 - 100] kW","F3 : Hydraulique",76
"2025-09-05","OCCITANIE","P0 : Total toutes puissances","F5 : Solaire",200089
"2025-09-05","OCCITANIE","P1 : ]0 - 3] kW","F6 : Autres",2
"2025-09-05","OCCITANIE","P4 : ]100 - 250] kW","F1 : Thermique non renouvelable",2
"2025-06-05","OCCITANIE","P1 : ]0 - 3] kW","F3 : Hydraulique",1
"2025-09-05","OCCITANIE","P4 : ]100 - 250] kW","F6 : Autres",1
"2025-09-05","OCCITANIE","P5 : ]250 - 1000] kW","F1 : Thermique non renouvelable",4
"2025-09-05","OCCITANIE","P5 : ]250 - 1000] kW","F2 : Bioénergies",13
"2025-09-05","OCCITANIE","P5 : ]250 - 1000] kW","F5 : Solaire",294
"2025-09-05","OCCITANIE","P7 : > 12000 kW","F0 : Total toutes filières",30
"2025-06-05","OCCITANIE","P4 : ]100 - 250] kW","F6 : Autres",1
"2025-06-05","OCCITANIE","P6 : ]1000 - 12000] kW","F6 : Autres",26
"2025-06-05","OCCITANIE","P0 : Total toutes puissances","F3 : Hydraulique",649
"2025-06-05","OCCITANIE","P5 : ]250 - 1000] kW","F6 : Autres",3
"2025-06-05","OCCITANIE","P1 : ]0 - 3] kW","F2 : Bioénergies",0
"2025-09-05","OCCITANIE","P5 : ]250 - 1000] kW","F3 : Hydraulique",310
"2025-06-05","OCCITANIE","P2 : ]3 - 9] kW","F4 : Eolien",11
"2025-09-05","OCCITANIE","P7 : > 12000 kW","F2 : Bioénergies",1
"2025-06-05","OCCITANIE","P1 : ]0 - 3] kW","F0 : Total toutes filières",93499
"2025-06-05","OCCITANIE","P6 : ]1000 - 12000] kW","F4 : Eolien",131
"2025-06-05","OCCITANIE","P4 : ]100 - 250] kW","F3 : Hydraulique",133
"2025-06-05","OCCITANIE","P3 : ]9 - 100] kW","F2 : Bioénergies",12
"2025-09-05","OCCITANIE","P1 : ]0 - 3] kW","F2 : Bioénergies",0
"2025-09-05","OCCITANIE","P4 : ]100 - 250] kW","F4 : Eolien",0
"2025-09-05","OCCITANIE","P5 : ]250 - 1000] kW","F6 : Autres",3
"2025-09-05","OCCITANIE","P6 : ]1000 - 12000] kW","F1 : Thermique non renouvelable",42
"2025-09-05","OCCITANIE","P7 : > 12000 kW","F3 : Hydraulique",0
"2025-06-05","OCCITANIE","P3 : ]9 - 100] kW","F1 : Thermique non renouvelable",1
"2025-06-05","OCCITANIE","P0 : Total toutes puissances","F0 : Total toutes filières",194648
"2025-06-05","OCCITANIE","P0 : Total toutes puissances","F1 : Thermique non renouvelable",49
"2025-06-05","OCCITANIE","P1 : ]0 - 3] kW","F1 : Thermique non renouvelable",0
"2025-06-05","OCCITANIE","P6 : ]1000 - 12000] kW","F5 : Solaire",473
"2025-09-05","OCCITANIE","P0 : Total toutes puissances","F1 : Thermique non renouvelable",49
"2025-09-05","OCCITANIE","P0 : Total toutes puissances","F4 : Eolien",176
"2025-09-05","OCCITANIE","P1 : ]0 - 3] kW","F0 : Total toutes filières",94954
"2025-09-05","OCCITANIE","P2 : ]3 - 9] kW","F0 : Total toutes filières",85027
"2025-09-05","OCCITANIE","P3 : ]9 - 100] kW","F1 : Thermique non renouvelable",1
"2025-09-05","OCCITANIE","P3 : ]9 - 100] kW","F4 : Eolien",6
"2025-09-05","OCCITANIE","P4 : ]100 - 250] kW","F3 : Hydraulique",132
"2025-09-05","OCCITANIE","P4 : ]100 - 250] kW","F5 : Solaire",4827
"2025-09-05","OCCITANIE","P6 : ]1000 - 12000] kW","F0 : Total toutes filières",826
